Country Code	Country Name	Region	Income Group	Gender	Year	Life Expectancy
FJI	Fiji	East Asia & Pacific	Upper middle income	Total	1993	66.224146341
FRA	France	Europe & Central Asia	High income	Total	1993	77.3
FRO	Faroe Islands	Europe & Central Asia	High income	Total	1993	76.914634146
FSM	Micronesia, Fed. Sts.	East Asia & Pacific	Lower middle income	Total	1993	66.535707317
GAB	Gabon	Sub-Saharan Africa	Upper middle income	Total	1993	60.947219512
GBR	United Kingdom	Europe & Central Asia	High income	Total	1993	76.385365854
GEO	Georgia	Europe & Central Asia	Lower middle income	Total	1993	69.982341463
GHA	Ghana	Sub-Saharan Africa	Lower middle income	Total	1993	57.579804878
GIB	Gibraltar	Europe & Central Asia	High income	Total	1993	
GIN	Guinea	Sub-Saharan Africa	Low income	Total	1993	51.355536585
GMB	Gambia, The	Sub-Saharan Africa	Low income	Total	1993	53.179341463
GNB	Guinea-Bissau	Sub-Saharan Africa	Low income	Total	1993	50.161073171
GNQ	Equatorial Guinea	Sub-Saharan Africa	Upper middle income	Total	1993	49.605804878
GRC	Greece	Europe & Central Asia	High income	Total	1993	77.390243902
GRD	Grenada	Latin America & Caribbean	Upper middle income	Total	1993	68.991390244
GRL	Greenland	Europe & Central Asia	High income	Total	1993	65.585365854
GTM	Guatemala	Latin America & Caribbean	Lower middle income	Total	1993	63.911682927
GUM	Guam	East Asia & Pacific	High income	Total	1993	72.804536585
GUY	Guyana	Latin America & Caribbean	Upper middle income	Total	1993	63.804756098
HIC	High income			Total	1993	75.942934304
HKG	Hong Kong SAR, China	East Asia & Pacific	High income	Total	1993	78.031707317
HND	Honduras	Latin America & Caribbean	Lower middle income	Total	1993	68.008756098
HPC	Heavily indebted poor countries (HIPC)			Total	1993	50.049505213
HRV	Croatia	Europe & Central Asia	Upper middle income	Total	1993	71.522439024
HTI	Haiti	Latin America & Caribbean	Low income	Total	1993	55.598463415
HUN	Hungary	Europe & Central Asia	High income	Total	1993	69.101219512
IBD	IBRD only			Total	1993	66.082938353
IBT	IDA & IBRD total			Total	1993	63.710879072
IDA	IDA total			Total	1993	54.293168989
IDB	IDA blend			Total	1993	55.101759327
IDN	Indonesia	East Asia & Pacific	Lower middle income	Total	1993	64.328292683
IDX	IDA only			Total	1993	53.885894392
IMN	Isle of Man	Europe & Central Asia	High income	Total	1993	
IND	India	South Asia	Lower middle income	Total	1993	59.436780488
INX	Not classified	South Asia	Lower middle income	Total	1993	
IRL	Ireland	Europe & Central Asia	High income	Total	1993	75.336121951
IRN	Iran, Islamic Rep.	Middle East & North Africa	Upper middle income	Total	1993	67.078219512
IRQ	Iraq	Middle East & North Africa	Upper middle income	Total	1993	67.735439024
ISL	Iceland	Europe & Central Asia	High income	Total	1993	78.934634146
ISR	Israel	Middle East & North Africa	High income	Total	1993	77.153658537
ITA	Italy	Europe & Central Asia	High income	Total	1993	77.72195122
JAM	Jamaica	Latin America & Caribbean	Upper middle income	Total	1993	71.943658537
JOR	Jordan	Middle East & North Africa	Lower middle income	Total	1993	70.568756098
JPN	Japan	East Asia & Pacific	High income	Total	1993	79.293658537
KAZ	Kazakhstan	Europe & Central Asia	Upper middle income	Total	1993	66.726829268
KEN	Kenya	Sub-Saharan Africa	Lower middle income	Total	1993	55.463682927
KGZ	Kyrgyz Republic	Europe & Central Asia	Lower middle income	Total	1993	67.192682927
KHM	Cambodia	East Asia & Pacific	Lower middle income	Total	1993	54.441756098
KIR	Kiribati	East Asia & Pacific	Lower middle income	Total	1993	61.737292683
KNA	St. Kitts and Nevis	Latin America & Caribbean	High income	Total	1993	
KOR	Korea, Rep.	East Asia & Pacific	High income	Total	1993	72.68195122
KWT	Kuwait	Middle East & North Africa	High income	Total	1993	72.693634146
LAC	Latin America & Caribbean (excluding high income)			Total	1993	68.622885744
LAO	Lao PDR	East Asia & Pacific	Lower middle income	Total	1993	55.067829268
LBN	Lebanon	Middle East & North Africa	Upper middle income	Total	1993	71.246219512
LBR	Liberia	Sub-Saharan Africa	Low income	Total	1993	48.483658537
LBY	Libya	Middle East & North Africa	Upper middle income	Total	1993	69.540902439
LCA	St. Lucia	Latin America & Caribbean	Upper middle income	Total	1993	71.214512195
LCN	Latin America & Caribbean			Total	1993	68.876000494
LDC	Least developed countries: UN classification			Total	1993	52.625156474
LIC	Low income			Total	1993	50.206918032
LIE	Liechtenstein	Europe & Central Asia	High income	Total	1993	
LKA	Sri Lanka	South Asia	Lower middle income	Total	1993	69.695926829
LMC	Lower middle income			Total	1993	60.514125282
LMY	Low & middle income			Total	1993	63.653089034
LSO	Lesotho	Sub-Saharan Africa	Lower middle income	Total	1993	58.80295122
LTE	Late-demographic dividend			Total	1993	69.2096985
LTU	Lithuania	Europe & Central Asia	High income	Total	1993	68.910487805
LUX	Luxembourg	Europe & Central Asia	High income	Total	1993	75.712195122
LVA	Latvia	Europe & Central Asia	High income	Total	1993	66.722682927
MAC	Macao SAR, China	East Asia & Pacific	High income	Total	1993	78.112268293
MAF	St. Martin (French part)	Latin America & Caribbean	High income	Total	1993	75.573170732
MAR	Morocco	Middle East & North Africa	Lower middle income	Total	1993	66.069292683
MCO	Monaco	Europe & Central Asia	High income	Total	1993	
MDA	Moldova	Europe & Central Asia	Lower middle income	Total	1993	67.06704878
MDG	Madagascar	Sub-Saharan Africa	Low income	Total	1993	53.022804878
MDV	Maldives	South Asia	Upper middle income	Total	1993	63.883707317
MEA	Middle East & North Africa			Total	1993	67.325441191
MEX	Mexico	Latin America & Caribbean	Upper middle income	Total	1993	71.977829268
MHL	Marshall Islands	East Asia & Pacific	Upper middle income	Total	1993	
MIC	Middle income			Total	1993	64.787931923
MKD	Macedonia, FYR	Europe & Central Asia	Upper middle income	Total	1993	71.670926829
MLI	Mali	Sub-Saharan Africa	Low income	Total	1993	46.429365854
MLT	Malta	Middle East & North Africa	High income	Total	1993	76.556146341
MMR	Myanmar	East Asia & Pacific	Lower middle income	Total	1993	59.739170732
MNA	Middle East & North Africa (excluding high income)			Total	1993	66.784926274
MNE	Montenegro	Europe & Central Asia	Upper middle income	Total	1993	74.408609756
MNG	Mongolia	East Asia & Pacific	Lower middle income	Total	1993	60.843195122
MNP	Northern Mariana Islands	East Asia & Pacific	High income	Total	1993	
MOZ	Mozambique	Sub-Saharan Africa	Low income	Total	1993	44.18202439
MRT	Mauritania	Sub-Saharan Africa	Lower middle income	Total	1993	58.981731707
MUS	Mauritius	Sub-Saharan Africa	Upper middle income	Total	1993	70.107317073
MWI	Malawi	Sub-Saharan Africa	Low income	Total	1993	46.614
MYS	Malaysia	East Asia & Pacific	Upper middle income	Total	1993	71.418317073
NAC	North America			Total	1993	75.645744956
NAM	Namibia	Sub-Saharan Africa	Upper middle income	Total	1993	61.173560976
NCL	New Caledonia	East Asia & Pacific	High income	Total	1993	71.656097561
NER	Niger	Sub-Saharan Africa	Low income	Total	1993	45.31002439
NGA	Nigeria	Sub-Saharan Africa	Lower middle income	Total	1993	45.840804878
NIC	Nicaragua	Latin America & Caribbean	Lower middle income	Total	1993	66.239146341
NLD	Netherlands	Europe & Central Asia	High income	Total	1993	76.916585366
NOR	Norway	Europe & Central Asia	High income	Total	1993	77.151707317
NPL	Nepal	South Asia	Low income	Total	1993	56.785292683
NRU	Nauru	East Asia & Pacific	Upper middle income	Total	1993	
NZL	New Zealand	East Asia & Pacific	High income	Total	1993	76.434146341
OED	OECD members			Total	1993	75.273698029
OMN	Oman	Middle East & North Africa	High income	Total	1993	68.946609756
OSS	Other small states			Total	1993	62.24587126
PAK	Pakistan	South Asia	Lower middle income	Total	1993	60.934804878
PAN	Panama	Latin America & Caribbean	Upper middle income	Total	1993	73.705512195
PER	Peru	Latin America & Caribbean	Upper middle income	Total	1993	67.013487805
PHL	Philippines	East Asia & Pacific	Lower middle income	Total	1993	65.860170732
PLW	Palau	East Asia & Pacific	High income	Total	1993	
PNG	Papua New Guinea	East Asia & Pacific	Lower middle income	Total	1993	59.902463415
POL	Poland	Europe & Central Asia	High income	Total	1993	71.595121951
PRE	Pre-demographic dividend			Total	1993	49.51796535
PRI	Puerto Rico	Latin America & Caribbean	High income	Total	1993	73.920878049
PRK	Korea, Dem. People’s Rep.	East Asia & Pacific	Low income	Total	1993	68.230268293
PRT	Portugal	Europe & Central Asia	High income	Total	1993	74.512195122
PRY	Paraguay	Latin America & Caribbean	Upper middle income	Total	1993	68.550853659
PSE	West Bank and Gaza	Middle East & North Africa	Lower middle income	Total	1993	69.025414634
PSS	Pacific island small states			Total	1993	64.582722366
PST	Post-demographic dividend			Total	1993	75.806728589
PYF	French Polynesia	East Asia & Pacific	High income	Total	1993	69.784560976
QAT	Qatar	Middle East & North Africa	High income	Total	1993	75.58302439
ROU	Romania	Europe & Central Asia	Upper middle income	Total	1993	69.563414634
RUS	Russian Federation	Europe & Central Asia	Upper middle income	Total	1993	64.935853659
RWA	Rwanda	Sub-Saharan Africa	Low income	Total	1993	27.612707317
SAS	South Asia			Total	1993	59.684501536
SAU	Saudi Arabia	Middle East & North Africa	High income	Total	1993	70.382146341
SDN	Sudan	Sub-Saharan Africa	Lower middle income	Total	1993	56.132682927
SEN	Senegal	Sub-Saharan Africa	Low income	Total	1993	57.511365854
SGP	Singapore	East Asia & Pacific	High income	Total	1993	76.046341463
SLB	Solomon Islands	East Asia & Pacific	Lower middle income	Total	1993	58.502731707
SLE	Sierra Leone	Sub-Saharan Africa	Low income	Total	1993	35.885756098
SLV	El Salvador	Latin America & Caribbean	Lower middle income	Total	1993	66.222829268
SMR	San Marino	Europe & Central Asia	High income	Total	1993	
SOM	Somalia	Sub-Saharan Africa	Low income	Total	1993	45.733219512
SRB	Serbia	Europe & Central Asia	Upper middle income	Total	1993	
SSA	Sub-Saharan Africa (excluding high income)			Total	1993	49.857564773
SSD	South Sudan	Sub-Saharan Africa	Low income	Total	1993	45.602878049
SSF	Sub-Saharan Africa			Total	1993	49.857564773
SST	Small states			Total	1993	64.123576174
STP	Sao Tome and Principe	Sub-Saharan Africa	Lower middle income	Total	1993	62.255146341
SUR	Suriname	Latin America & Caribbean	Upper middle income	Total	1993	67.712073171
SVK	Slovak Republic	Europe & Central Asia	High income	Total	1993	72.448780488
SVN	Slovenia	Europe & Central Asia	High income	Total	1993	73.253658537
SWE	Sweden	Europe & Central Asia	High income	Total	1993	78.060487805
SWZ	Swaziland	Sub-Saharan Africa	Lower middle income	Total	1993	58.695170732
SXM	Sint Maarten (Dutch part)	Latin America & Caribbean	High income	Total	1993	
SYC	Seychelles	Sub-Saharan Africa	High income	Total	1993	
SYR	Syrian Arab Republic	Middle East & North Africa	Lower middle income	Total	1993	71.440365854
TCA	Turks and Caicos Islands	Latin America & Caribbean	High income	Total	1993	
TCD	Chad	Sub-Saharan Africa	Low income	Total	1993	47.217317073
TEA	East Asia & Pacific (IDA & IBRD countries)			Total	1993	68.657236344
TEC	Europe & Central Asia (IDA & IBRD countries)			Total	1993	67.011384654
TGO	Togo	Sub-Saharan Africa	Low income	Total	1993	55.450195122
THA	Thailand	East Asia & Pacific	Upper middle income	Total	1993	70.237439024
TJK	Tajikistan	Europe & Central Asia	Lower middle income	Total	1993	62.735365854
TKM	Turkmenistan	Europe & Central Asia	Upper middle income	Total	1993	62.688463415
TLA	Latin America & the Caribbean (IDA & IBRD countries)			Total	1993	68.685592233
TLS	Timor-Leste	East Asia & Pacific	Lower middle income	Total	1993	51.318414634
TMN	Middle East & North Africa (IDA & IBRD countries)			Total	1993	66.763989417
TON	Tonga	East Asia & Pacific	Upper middle income	Total	1993	69.900731707
TSA	South Asia (IDA & IBRD)			Total	1993	59.684501536
TSS	Sub-Saharan Africa (IDA & IBRD countries)			Total	1993	49.857564773
TTO	Trinidad and Tobago	Latin America & Caribbean	High income	Total	1993	68.264121951
TUN	Tunisia	Middle East & North Africa	Lower middle income	Total	1993	70.601902439
TUR	Turkey	Europe & Central Asia	Upper middle income	Total	1993	65.837902439
TUV	Tuvalu	East Asia & Pacific	Upper middle income	Total	1993	
TZA	Tanzania	Sub-Saharan Africa	Low income	Total	1993	49.521878049
UGA	Uganda	Sub-Saharan Africa	Low income	Total	1993	44.457170732
UKR	Ukraine	Europe & Central Asia	Lower middle income	Total	1993	68.475609756
UMC	Upper middle income			Total	1993	68.936809976
URY	Uruguay	Latin America & Caribbean	High income	Total	1993	73.104853659
USA	United States	North America	High income	Total	1993	75.419512195
UZB	Uzbekistan	Europe & Central Asia	Lower middle income	Total	1993	66.239609756
VCT	St. Vincent and the Grenadines	Latin America & Caribbean	Upper middle income	Total	1993	70.462
VEN	Venezuela, RB	Latin America & Caribbean	Upper middle income	Total	1993	70.409439024
VGB	British Virgin Islands	Latin America & Caribbean	High income	Total	1993	
VIR	Virgin Islands (U.S.)	Latin America & Caribbean	High income	Total	1993	75.002658537
VNM	Vietnam	East Asia & Pacific	Lower middle income	Total	1993	71.282414634
VUT	Vanuatu	East Asia & Pacific	Lower middle income	Total	1993	64.559341463
WLD	World			Total	1993	65.917083804
WSM	Samoa	East Asia & Pacific	Upper middle income	Total	1993	66.569146341
XKX	Kosovo	Europe & Central Asia	Lower middle income	Total	1993	68.248780488
YEM	Yemen, Rep.	Middle East & North Africa	Lower middle income	Total	1993	58.702878049
ZAF	South Africa	Sub-Saharan Africa	Upper middle income	Total	1993	62.147780488
ZMB	Zambia	Sub-Saharan Africa	Lower middle income	Total	1993	43.581097561
ZWE	Zimbabwe	Sub-Saharan Africa	Low income	Total	1993	53.892390244
ABW	Aruba	Latin America & Caribbean	High income	Male	1994	71.126
AFG	Afghanistan	South Asia	Low income	Male	1994	51.497
AGO	Angola	Sub-Saharan Africa	Lower middle income	Male	1994	40.462
ALB	Albania	Europe & Central Asia	Upper middle income	Male	1994	69.15
AND	Andorra	Europe & Central Asia	High income	Male	1994	
ARB	Arab World			Male	1994	63.890930933
ARE	United Arab Emirates	Middle East & North Africa	High income	Male	1994	71.816
ARG	Argentina	Latin America & Caribbean	Upper middle income	Male	1994	68.917
ARM	Armenia	Europe & Central Asia	Lower middle income	Male	1994	64.983
ASM	American Samoa	East Asia & Pacific	Upper middle income	Male	1994	
ATG	Antigua and Barbuda	Latin America & Caribbean	High income	Male	1994	69.613
AUS	Australia	East Asia & Pacific	High income	Male	1994	75
AUT	Austria	Europe & Central Asia	High income	Male	1994	73.2
AZE	Azerbaijan	Europe & Central Asia	Upper middle income	Male	1994	60.725
BDI	Burundi	Sub-Saharan Africa	Low income	Male	1994	46.642
BEL	Belgium	Europe & Central Asia	High income	Male	1994	73.36
BEN	Benin	Sub-Saharan Africa	Low income	Male	1994	53.41
BFA	Burkina Faso	Sub-Saharan Africa	Low income	Male	1994	48.006
BGD	Bangladesh	South Asia	Lower middle income	Male	1994	60.813
BGR	Bulgaria	Europe & Central Asia	Upper middle income	Male	1994	67.36
BHR	Bahrain	Middle East & North Africa	High income	Male	1994	72.34
BHS	Bahamas, The	Latin America & Caribbean	High income	Male	1994	67.867
BIH	Bosnia and Herzegovina	Europe & Central Asia	Upper middle income	Male	1994	67.49
BLR	Belarus	Europe & Central Asia	Upper middle income	Male	1994	63.5
BLZ	Belize	Latin America & Caribbean	Upper middle income	Male	1994	67.518
BMU	Bermuda	North America	High income	Male	1994	
BOL	Bolivia	Latin America & Caribbean	Lower middle income	Male	1994	55.53
BRA	Brazil	Latin America & Caribbean	Upper middle income	Male	1994	63.32
BRB	Barbados	Latin America & Caribbean	High income	Male	1994	69.832
BRN	Brunei Darussalam	East Asia & Pacific	High income	Male	1994	72.461
BTN	Bhutan	South Asia	Lower middle income	Male	1994	55.656
BWA	Botswana	Sub-Saharan Africa	Upper middle income	Male	1994	54.469
CAF	Central African Republic	Sub-Saharan Africa	Low income	Male	1994	44.969
CAN	Canada	North America	High income	Male	1994	74.94
CEB	Central Europe and the Baltics			Male	1994	66.741199716
CHE	Switzerland	Europe & Central Asia	High income	Male	1994	75.15
CHI	Channel Islands	Europe & Central Asia	High income	Male	1994	73.643
CHL	Chile	Latin America & Caribbean	High income	Male	1994	72.004
CHN	China	East Asia & Pacific	Upper middle income	Male	1994	68.245
CIV	Cote d'Ivoire	Sub-Saharan Africa	Lower middle income	Male	1994	48.94
CMR	Cameroon	Sub-Saharan Africa	Lower middle income	Male	1994	49.289
COD	Congo, Dem. Rep.	Sub-Saharan Africa	Low income	Male	1994	47.769
COG	Congo, Rep.	Sub-Saharan Africa	Lower middle income	Male	1994	52.525
COL	Colombia	Latin America & Caribbean	Upper middle income	Male	1994	65.073
COM	Comoros	Sub-Saharan Africa	Low income	Male	1994	56.866
CPV	Cabo Verde	Sub-Saharan Africa	Lower middle income	Male	1994	64.587
CRI	Costa Rica	Latin America & Caribbean	Upper middle income	Male	1994	73.95
CSS	Caribbean small states			Male	1994	66.979285256
CUB	Cuba	Latin America & Caribbean	Upper middle income	Male	1994	73.263
CUW	Curacao	Latin America & Caribbean	High income	Male	1994	
CYM	Cayman Islands	Latin America & Caribbean	High income	Male	1994	
CYP	Cyprus	Europe & Central Asia	High income	Male	1994	75.116
CZE	Czech Republic	Europe & Central Asia	High income	Male	1994	69.48
DEU	Germany	Europe & Central Asia	High income	Male	1994	73.1
DJI	Djibouti	Middle East & North Africa	Lower middle income	Male	1994	55.43
DMA	Dominica	Latin America & Caribbean	Upper middle income	Male	1994	
DNK	Denmark	Europe & Central Asia	High income	Male	1994	72.78
DOM	Dominican Republic	Latin America & Caribbean	Upper middle income	Male	1994	66.774
DZA	Algeria	Middle East & North Africa	Upper middle income	Male	1994	66.23
EAP	East Asia & Pacific (excluding high income)			Male	1994	66.892909852
EAR	Early-demographic dividend			Male	1994	60.9881501
EAS	East Asia & Pacific			Male	1994	67.743311225
ECA	Europe & Central Asia (excluding high income)			Male	1994	61.153592892
ECS	Europe & Central Asia			Male	1994	67.536562661
ECU	Ecuador	Latin America & Caribbean	Upper middle income	Male	1994	68.151
EGY	Egypt, Arab Rep.	Middle East & North Africa	Lower middle income	Male	1994	63.931
EMU	Euro area			Male	1994	73.379074704
ERI	Eritrea	Sub-Saharan Africa	Low income	Male	1994	49.943
ESP	Spain	Europe & Central Asia	High income	Male	1994	74.36
EST	Estonia	Europe & Central Asia	High income	Male	1994	60.5
ETH	Ethiopia	Sub-Saharan Africa	Low income	Male	1994	47.324
EUU	European Union			Male	1994	72.284952725
FCS	Fragile and conflict affected situations			Male	1994	53.504186025
FIN	Finland	Europe & Central Asia	High income	Male	1994	72.82
FJI	Fiji	East Asia & Pacific	Upper middle income	Male	1994	64.295
FRA	France	Europe & Central Asia	High income	Male	1994	73.6
FRO	Faroe Islands	Europe & Central Asia	High income	Male	1994	73.8
FSM	Micronesia, Fed. Sts.	East Asia & Pacific	Lower middle income	Male	1994	66.118
GAB	Gabon	Sub-Saharan Africa	Upper middle income	Male	1994	59.396
GBR	United Kingdom	Europe & Central Asia	High income	Male	1994	74.3
GEO	Georgia	Europe & Central Asia	Lower middle income	Male	1994	66.343
GHA	Ghana	Sub-Saharan Africa	Lower middle income	Male	1994	56.568
GIB	Gibraltar	Europe & Central Asia	High income	Male	1994	
GIN	Guinea	Sub-Saharan Africa	Low income	Male	1994	51.031
GMB	Gambia, The	Sub-Saharan Africa	Low income	Male	1994	52.326
GNB	Guinea-Bissau	Sub-Saharan Africa	Low income	Male	1994	48.488
GNQ	Equatorial Guinea	Sub-Saharan Africa	Upper middle income	Male	1994	48.533
GRC	Greece	Europe & Central Asia	High income	Male	1994	75.2
GRD	Grenada	Latin America & Caribbean	Upper middle income	Male	1994	66.922
GRL	Greenland	Europe & Central Asia	High income	Male	1994	63.34
GTM	Guatemala	Latin America & Caribbean	Lower middle income	Male	1994	61.444
GUM	Guam	East Asia & Pacific	High income	Male	1994	70.822
GUY	Guyana	Latin America & Caribbean	Upper middle income	Male	1994	60.769
HIC	High income			Male	1994	72.98218186
HKG	Hong Kong SAR, China	East Asia & Pacific	High income	Male	1994	75.7
HND	Honduras	Latin America & Caribbean	Lower middle income	Male	1994	66.149
HPC	Heavily indebted poor countries (HIPC)			Male	1994	48.74401539
HRV	Croatia	Europe & Central Asia	Upper middle income	Male	1994	67.54
HTI	Haiti	Latin America & Caribbean	Low income	Male	1994	54.321
HUN	Hungary	Europe & Central Asia	High income	Male	1994	64.86
IBD	IBRD only			Male	1994	64.232059943
IBT	IDA & IBRD total			Male	1994	62.002106351
IDA	IDA total			Male	1994	53.159497743
IDB	IDA blend			Male	1994	53.774772968
IDN	Indonesia	East Asia & Pacific	Lower middle income	Male	1994	63.188
IDX	IDA only			Male	1994	52.844864246
IMN	Isle of Man	Europe & Central Asia	High income	Male	1994	73.7
IND	India	South Asia	Lower middle income	Male	1994	59.366
INX	Not classified	South Asia	Lower middle income	Male	1994	
IRL	Ireland	Europe & Central Asia	High income	Male	1994	72.749
IRN	Iran, Islamic Rep.	Middle East & North Africa	Upper middle income	Male	1994	67.307
IRQ	Iraq	Middle East & North Africa	Upper middle income	Male	1994	65.243
ISL	Iceland	Europe & Central Asia	High income	Male	1994	77.13
ISR	Israel	Middle East & North Africa	High income	Male	1994	75.5
ITA	Italy	Europe & Central Asia	High income	Male	1994	74.8
JAM	Jamaica	Latin America & Caribbean	Upper middle income	Male	1994	69.45
JOR	Jordan	Middle East & North Africa	Lower middle income	Male	1994	69.381
JPN	Japan	East Asia & Pacific	High income	Male	1994	76.57
KAZ	Kazakhstan	Europe & Central Asia	Upper middle income	Male	1994	60.6
KEN	Kenya	Sub-Saharan Africa	Lower middle income	Male	1994	52.267
KGZ	Kyrgyz Republic	Europe & Central Asia	Lower middle income	Male	1994	61.6
KHM	Cambodia	East Asia & Pacific	Lower middle income	Male	1994	52.519
KIR	Kiribati	East Asia & Pacific	Lower middle income	Male	1994	59.231
KNA	St. Kitts and Nevis	Latin America & Caribbean	High income	Male	1994	
KOR	Korea, Rep.	East Asia & Pacific	High income	Male	1994	69.17
KWT	Kuwait	Middle East & North Africa	High income	Male	1994	71.877
LAC	Latin America & Caribbean (excluding high income)			Male	1994	65.832024316
LAO	Lao PDR	East Asia & Pacific	Lower middle income	Male	1994	54.226
LBN	Lebanon	Middle East & North Africa	Upper middle income	Male	1994	70.219
LBR	Liberia	Sub-Saharan Africa	Low income	Male	1994	47.745
LBY	Libya	Middle East & North Africa	Upper middle income	Male	1994	68.153
LCA	St. Lucia	Latin America & Caribbean	Upper middle income	Male	1994	69.231
LCN	Latin America & Caribbean			Male	1994	66.069167773
LDC	Least developed countries: UN classification			Male	1994	51.739497368
LIC	Low income			Male	1994	48.726459314
LIE	Liechtenstein	Europe & Central Asia	High income	Male	1994	75.3
LKA	Sri Lanka	South Asia	Lower middle income	Male	1994	66.232
LMC	Lower middle income			Male	1994	59.495760308
LMY	Low & middle income			Male	1994	61.957534889
LSO	Lesotho	Sub-Saharan Africa	Lower middle income	Male	1994	56.179
LTE	Late-demographic dividend			Male	1994	66.694185382
LTU	Lithuania	Europe & Central Asia	High income	Male	1994	62.54
LUX	Luxembourg	Europe & Central Asia	High income	Male	1994	73.2
LVA	Latvia	Europe & Central Asia	High income	Male	1994	59.04
MAC	Macao SAR, China	East Asia & Pacific	High income	Male	1994	76.04
MAF	St. Martin (French part)	Latin America & Caribbean	High income	Male	1994	72.7
MAR	Morocco	Middle East & North Africa	Lower middle income	Male	1994	64.783
MCO	Monaco	Europe & Central Asia	High income	Male	1994	
MDA	Moldova	Europe & Central Asia	Lower middle income	Male	1994	63.217
MDG	Madagascar	Sub-Saharan Africa	Low income	Male	1994	52.559
MDV	Maldives	South Asia	Upper middle income	Male	1994	64.551
MEA	Middle East & North Africa			Male	1994	66.162591401
MEX	Mexico	Latin America & Caribbean	Upper middle income	Male	1994	69.778
MHL	Marshall Islands	East Asia & Pacific	Upper middle income	Male	1994	
MIC	Middle income			Male	1994	63.064451234
MKD	Macedonia, FYR	Europe & Central Asia	Upper middle income	Male	1994	69.733
MLI	Mali	Sub-Saharan Africa	Low income	Male	1994	45.754
MLT	Malta	Middle East & North Africa	High income	Male	1994	75.103
MMR	Myanmar	East Asia & Pacific	Lower middle income	Male	1994	57.939
MNA	Middle East & North Africa (excluding high income)			Male	1994	65.609342112
MNE	Montenegro	Europe & Central Asia	Upper middle income	Male	1994	71.191
MNG	Mongolia	East Asia & Pacific	Lower middle income	Male	1994	58.539
MNP	Northern Mariana Islands	East Asia & Pacific	High income	Male	1994	
MOZ	Mozambique	Sub-Saharan Africa	Low income	Male	1994	43.084
MRT	Mauritania	Sub-Saharan Africa	Lower middle income	Male	1994	57.789
MUS	Mauritius	Sub-Saharan Africa	Upper middle income	Male	1994	66.5
MWI	Malawi	Sub-Saharan Africa	Low income	Male	1994	44.488
MYS	Malaysia	East Asia & Pacific	Upper middle income	Male	1994	69.741
NAC	North America			Male	1994	72.654976692
NAM	Namibia	Sub-Saharan Africa	Upper middle income	Male	1994	57.72
NCL	New Caledonia	East Asia & Pacific	High income	Male	1994	67.6
NER	Niger	Sub-Saharan Africa	Low income	Male	1994	45.293
NGA	Nigeria	Sub-Saharan Africa	Lower middle income	Male	1994	44.688
NIC	Nicaragua	Latin America & Caribbean	Lower middle income	Male	1994	64.347
NLD	Netherlands	Europe & Central Asia	High income	Male	1994	74.58
NOR	Norway	Europe & Central Asia	High income	Male	1994	74.88
NPL	Nepal	South Asia	Low income	Male	1994	56.837
NRU	Nauru	East Asia & Pacific	Upper middle income	Male	1994	
NZL	New Zealand	East Asia & Pacific	High income	Male	1994	74.2
OED	OECD members			Male	1994	72.331923763
OMN	Oman	Middle East & North Africa	High income	Male	1994	67.544
OSS	Other small states			Male	1994	59.91484341
PAK	Pakistan	South Asia	Lower middle income	Male	1994	60.512
PAN	Panama	Latin America & Caribbean	Upper middle income	Male	1994	71.255
PER	Peru	Latin America & Caribbean	Upper middle income	Male	1994	65.133
PHL	Philippines	East Asia & Pacific	Lower middle income	Male	1994	63.278
PLW	Palau	East Asia & Pacific	High income	Male	1994	
PNG	Papua New Guinea	East Asia & Pacific	Lower middle income	Male	1994	57.476
POL	Poland	Europe & Central Asia	High income	Male	1994	67.5
PRE	Pre-demographic dividend			Male	1994	48.022654317
PRI	Puerto Rico	Latin America & Caribbean	High income	Male	1994	69.393
PRK	Korea, Dem. People’s Rep.	East Asia & Pacific	Low income	Male	1994	63.417
PRT	Portugal	Europe & Central Asia	High income	Male	1994	71.5
PRY	Paraguay	Latin America & Caribbean	Upper middle income	Male	1994	66.521
PSE	West Bank and Gaza	Middle East & North Africa	Lower middle income	Male	1994	67.81
PSS	Pacific island small states			Male	1994	63.184071295
PST	Post-demographic dividend			Male	1994	72.740107817
PYF	French Polynesia	East Asia & Pacific	High income	Male	1994	68.052
QAT	Qatar	Middle East & North Africa	High income	Male	1994	74.675
ROU	Romania	Europe & Central Asia	Upper middle income	Male	1994	65.9
RUS	Russian Federation	Europe & Central Asia	Upper middle income	Male	1994	57.55
RWA	Rwanda	Sub-Saharan Africa	Low income	Male	1994	27.537
SAS	South Asia			Male	1994	59.563535296
SAU	Saudi Arabia	Middle East & North Africa	High income	Male	1994	68.896
SDN	Sudan	Sub-Saharan Africa	Lower middle income	Male	1994	54.813
SEN	Senegal	Sub-Saharan Africa	Low income	Male	1994	55.926
SGP	Singapore	East Asia & Pacific	High income	Male	1994	74.1
SLB	Solomon Islands	East Asia & Pacific	Lower middle income	Male	1994	58.782
SLE	Sierra Leone	Sub-Saharan Africa	Low income	Male	1994	34.977
SLV	El Salvador	Latin America & Caribbean	Lower middle income	Male	1994	62.385
SMR	San Marino	Europe & Central Asia	High income	Male	1994	
SOM	Somalia	Sub-Saharan Africa	Low income	Male	1994	44.85
SRB	Serbia	Europe & Central Asia	Upper middle income	Male	1994	
SSA	Sub-Saharan Africa (excluding high income)			Male	1994	48.177892503
